order_id,customer_id,order_status,order_date,required_date,shipped_date,store_id,staff_id,ship_status
385,1274,4,20-08-2016,23-08-2016,22-08-2016,2,7,Shipped
386,1362,4,20-08-2016,23-08-2016,23-08-2016,2,6,Shipped
387,451,4,20-08-2016,21-08-2016,21-08-2016,3,8,Shipped
388,1080,4,21-08-2016,24-08-2016,23-08-2016,3,8,Shipped
389,53,4,22-08-2016,24-08-2016,25-08-2016,1,3,Shipped
390,576,4,22-08-2016,24-08-2016,25-08-2016,3,9,Shipped
391,61,3,23-08-2016,23-08-2016,NULL,3,9,Pending 
392,176,4,23-08-2016,26-08-2016,24-08-2016,1,3,Shipped
393,368,4,25-08-2016,26-08-2016,27-08-2016,2,6,Shipped
394,522,4,26-08-2016,28-08-2016,29-08-2016,1,3,Shipped
395,144,4,26-08-2016,27-08-2016,29-08-2016,2,6,Shipped
396,542,4,27-08-2016,30-08-2016,29-08-2016,2,6,Shipped
397,1437,4,28-08-2016,31-08-2016,29-08-2016,2,7,Shipped
398,447,4,29-08-2016,30-08-2016,01-09-2016,1,2,Shipped
399,1001,4,29-08-2016,01-09-2016,01-09-2016,2,7,Shipped
400,1295,4,29-08-2016,30-08-2016,31-08-2016,2,6,Shipped
401,103,4,30-08-2016,02-09-2016,01-09-2016,2,6,Shipped
402,1335,4,30-08-2016,01-09-2016,31-08-2016,2,6,Shipped
403,578,4,31-08-2016,01-09-2016,02-09-2016,1,3,Shipped
404,396,4,31-08-2016,03-09-2016,01-09-2016,2,7,Shipped
405,603,4,31-08-2016,01-09-2016,01-09-2016,2,6,Shipped
406,1380,4,31-08-2016,02-09-2016,01-09-2016,2,7,Shipped
407,77,3,01-09-2016,01-09-2016,NULL,3,8,Pending 
408,1071,4,01-09-2016,02-09-2016,02-09-2016,1,2,Shipped
409,416,4,01-09-2016,04-09-2016,04-09-2016,2,7,Shipped
410,1151,4,01-09-2016,03-09-2016,02-09-2016,2,6,Shipped
411,261,4,02-09-2016,04-09-2016,04-09-2016,1,3,Shipped
412,1202,4,02-09-2016,04-09-2016,04-09-2016,1,3,Shipped
413,717,4,02-09-2016,05-09-2016,03-09-2016,2,6,Shipped
414,917,4,03-09-2016,06-09-2016,06-09-2016,2,7,Shipped
415,1265,4,03-09-2016,06-09-2016,06-09-2016,2,7,Shipped
416,1377,4,03-09-2016,04-09-2016,06-09-2016,2,7,Shipped
417,359,4,04-09-2016,05-09-2016,06-09-2016,1,3,Shipped
418,88,4,04-09-2016,05-09-2016,05-09-2016,2,6,Shipped
419,14,4,04-09-2016,07-09-2016,06-09-2016,3,8,Shipped
420,72,4,05-09-2016,06-09-2016,07-09-2016,1,3,Shipped
421,240,4,05-09-2016,06-09-2016,08-09-2016,1,3,Shipped
422,398,4,06-09-2016,07-09-2016,09-09-2016,2,6,Shipped
423,1397,4,06-09-2016,09-09-2016,09-09-2016,2,7,Shipped
424,67,4,08-09-2016,11-09-2016,11-09-2016,1,3,Shipped
425,843,4,08-09-2016,11-09-2016,11-09-2016,2,6,Shipped
426,944,4,08-09-2016,10-09-2016,10-09-2016,2,6,Shipped
427,434,4,09-09-2016,10-09-2016,11-09-2016,1,2,Shipped
428,1039,4,09-09-2016,12-09-2016,10-09-2016,2,6,Shipped
429,153,4,10-09-2016,12-09-2016,12-09-2016,3,8,Shipped
430,272,4,11-09-2016,13-09-2016,12-09-2016,2,6,Shipped
431,1217,4,11-09-2016,12-09-2016,12-09-2016,2,6,Shipped
432,169,4,12-09-2016,15-09-2016,14-09-2016,1,2,Shipped
433,1062,4,12-09-2016,15-09-2016,13-09-2016,2,6,Shipped
434,726,4,13-09-2016,15-09-2016,14-09-2016,2,6,Shipped
435,77,4,14-09-2016,15-09-2016,16-09-2016,3,9,Shipped
436,791,4,16-09-2016,19-09-2016,19-09-2016,2,7,Shipped
437,1085,4,16-09-2016,18-09-2016,18-09-2016,2,7,Shipped
438,314,4,16-09-2016,19-09-2016,18-09-2016,3,8,Shipped
439,149,4,17-09-2016,20-09-2016,18-09-2016,2,6,Shipped
440,882,4,17-09-2016,18-09-2016,19-09-2016,2,7,Shipped
441,704,4,18-09-2016,19-09-2016,19-09-2016,1,2,Shipped
442,667,4,18-09-2016,21-09-2016,21-09-2016,2,7,Shipped
443,1371,4,18-09-2016,19-09-2016,20-09-2016,2,6,Shipped
444,30,4,19-09-2016,20-09-2016,21-09-2016,1,2,Shipped
445,362,4,19-09-2016,22-09-2016,22-09-2016,2,6,Shipped
446,399,4,19-09-2016,21-09-2016,20-09-2016,2,7,Shipped
447,808,4,20-09-2016,23-09-2016,22-09-2016,3,8,Shipped
448,101,4,21-09-2016,22-09-2016,24-09-2016,2,6,Shipped
449,492,4,21-09-2016,24-09-2016,22-09-2016,2,7,Shipped
450,575,4,21-09-2016,24-09-2016,23-09-2016,2,7,Shipped
451,1146,4,21-09-2016,23-09-2016,22-09-2016,2,7,Shipped
452,997,4,22-09-2016,23-09-2016,24-09-2016,2,7,Shipped
453,1028,4,22-09-2016,24-09-2016,25-09-2016,2,7,Shipped
454,988,4,23-09-2016,25-09-2016,26-09-2016,2,6,Shipped
455,1055,4,23-09-2016,24-09-2016,24-09-2016,2,7,Shipped
456,1061,4,23-09-2016,26-09-2016,25-09-2016,3,9,Shipped
457,1349,4,24-09-2016,27-09-2016,27-09-2016,1,3,Shipped
458,197,4,25-09-2016,28-09-2016,26-09-2016,2,6,Shipped
459,874,4,25-09-2016,28-09-2016,26-09-2016,2,6,Shipped
460,691,4,25-09-2016,27-09-2016,26-09-2016,3,8,Shipped
461,853,4,26-09-2016,27-09-2016,27-09-2016,2,7,Shipped
462,852,4,27-09-2016,28-09-2016,29-09-2016,2,6,Shipped
463,964,4,27-09-2016,28-09-2016,28-09-2016,3,8,Shipped
464,74,4,28-09-2016,30-09-2016,29-09-2016,2,7,Shipped
465,1198,4,28-09-2016,01-10-2016,01-10-2016,2,6,Shipped
466,1440,4,28-09-2016,29-09-2016,01-10-2016,2,7,Shipped
467,555,4,28-09-2016,30-09-2016,30-09-2016,3,8,Shipped
468,1261,4,29-09-2016,02-10-2016,30-09-2016,1,3,Shipped
469,1089,4,29-09-2016,02-10-2016,02-10-2016,2,7,Shipped
470,641,4,30-09-2016,02-10-2016,02-10-2016,1,3,Shipped
471,697,4,30-09-2016,02-10-2016,01-10-2016,1,3,Shipped
472,468,4,30-09-2016,01-10-2016,01-10-2016,2,7,Shipped
473,549,4,30-09-2016,02-10-2016,03-10-2016,2,7,Shipped
474,553,4,01-10-2016,04-10-2016,04-10-2016,1,3,Shipped
475,241,4,01-10-2016,04-10-2016,03-10-2016,2,7,Shipped
476,559,4,01-10-2016,04-10-2016,02-10-2016,2,6,Shipped
477,449,4,02-10-2016,05-10-2016,04-10-2016,1,2,Shipped
478,304,4,02-10-2016,05-10-2016,03-10-2016,2,7,Shipped
479,984,4,03-10-2016,04-10-2016,04-10-2016,2,6,Shipped
480,686,4,04-10-2016,07-10-2016,05-10-2016,1,3,Shipped
481,481,4,04-10-2016,07-10-2016,06-10-2016,3,9,Shipped
482,513,4,05-10-2016,06-10-2016,06-10-2016,2,6,Shipped
483,703,4,06-10-2016,07-10-2016,09-10-2016,1,2,Shipped
484,421,4,06-10-2016,09-10-2016,07-10-2016,2,7,Shipped
485,465,4,06-10-2016,08-10-2016,07-10-2016,2,7,Shipped
486,709,4,06-10-2016,08-10-2016,09-10-2016,2,7,Shipped
487,827,4,06-10-2016,09-10-2016,09-10-2016,2,6,Shipped
488,921,4,06-10-2016,09-10-2016,08-10-2016,2,6,Shipped
489,899,4,06-10-2016,08-10-2016,08-10-2016,3,8,Shipped
490,876,4,07-10-2016,10-10-2016,09-10-2016,2,6,Shipped
491,1048,4,08-10-2016,10-10-2016,11-10-2016,1,2,Shipped
492,191,4,09-10-2016,10-10-2016,12-10-2016,1,2,Shipped
493,796,4,09-10-2016,12-10-2016,11-10-2016,1,3,Shipped
494,875,4,09-10-2016,10-10-2016,11-10-2016,2,6,Shipped
495,712,4,10-10-2016,12-10-2016,13-10-2016,1,3,Shipped
496,193,4,10-10-2016,12-10-2016,11-10-2016,2,6,Shipped
497,785,4,10-10-2016,11-10-2016,11-10-2016,2,6,Shipped
498,1331,4,10-10-2016,12-10-2016,11-10-2016,2,6,Shipped
499,260,4,11-10-2016,14-10-2016,13-10-2016,1,2,Shipped
500,148,4,11-10-2016,12-10-2016,13-10-2016,2,6,Shipped
501,977,4,11-10-2016,12-10-2016,13-10-2016,2,7,Shipped
502,401,4,12-10-2016,13-10-2016,13-10-2016,3,9,Shipped
503,932,4,13-10-2016,16-10-2016,14-10-2016,2,6,Shipped
504,1381,4,14-10-2016,15-10-2016,15-10-2016,1,2,Shipped
505,721,4,14-10-2016,16-10-2016,17-10-2016,2,6,Shipped
506,831,4,14-10-2016,16-10-2016,16-10-2016,2,6,Shipped
507,1378,4,15-10-2016,17-10-2016,17-10-2016,1,3,Shipped
508,1359,4,15-10-2016,18-10-2016,18-10-2016,2,6,Shipped
509,235,4,16-10-2016,17-10-2016,17-10-2016,2,7,Shipped
510,586,4,17-10-2016,18-10-2016,18-10-2016,2,7,Shipped
511,377,4,18-10-2016,20-10-2016,19-10-2016,2,7,Shipped
512,8,4,19-10-2016,22-10-2016,20-10-2016,2,7,Shipped
513,155,4,19-10-2016,21-10-2016,21-10-2016,2,6,Shipped
514,927,4,19-10-2016,21-10-2016,20-10-2016,2,7,Shipped
515,986,4,19-10-2016,20-10-2016,22-10-2016,2,6,Shipped
516,111,4,21-10-2016,23-10-2016,24-10-2016,2,6,Shipped
517,613,4,21-10-2016,22-10-2016,24-10-2016,2,6,Shipped
518,1374,4,22-10-2016,24-10-2016,25-10-2016,1,2,Shipped
519,54,4,22-10-2016,23-10-2016,24-10-2016,2,7,Shipped
520,639,4,23-10-2016,26-10-2016,24-10-2016,2,7,Shipped
521,664,4,23-10-2016,25-10-2016,25-10-2016,2,6,Shipped
522,724,4,23-10-2016,24-10-2016,24-10-2016,2,7,Shipped
523,1056,4,24-10-2016,26-10-2016,27-10-2016,2,6,Shipped
524,569,4,25-10-2016,26-10-2016,27-10-2016,1,2,Shipped
525,1315,4,26-10-2016,28-10-2016,29-10-2016,1,3,Shipped
526,1096,4,26-10-2016,28-10-2016,28-10-2016,2,6,Shipped
527,506,4,27-10-2016,29-10-2016,28-10-2016,1,2,Shipped
528,676,4,28-10-2016,31-10-2016,31-10-2016,2,7,Shipped
529,753,4,28-10-2016,30-10-2016,31-10-2016,2,7,Shipped
530,773,4,28-10-2016,31-10-2016,31-10-2016,2,6,Shipped
531,116,4,28-10-2016,29-10-2016,30-10-2016,3,8,Shipped
532,817,4,29-10-2016,31-10-2016,30-10-2016,2,7,Shipped
533,1334,4,29-10-2016,01-11-2016,01-11-2016,2,6,Shipped
534,1406,4,29-10-2016,30-10-2016,31-10-2016,2,7,Shipped
535,835,4,29-10-2016,31-10-2016,01-11-2016,3,9,Shipped
536,759,4,31-10-2016,02-11-2016,01-11-2016,1,3,Shipped
537,1353,4,31-10-2016,01-11-2016,03-11-2016,1,2,Shipped
538,341,4,02-11-2016,05-11-2016,05-11-2016,2,6,Shipped
539,1144,4,02-11-2016,04-11-2016,03-11-2016,2,7,Shipped
540,1429,4,03-11-2016,05-11-2016,06-11-2016,1,3,Shipped
541,1228,4,04-11-2016,07-11-2016,07-11-2016,1,3,Shipped
542,313,4,04-11-2016,06-11-2016,05-11-2016,2,7,Shipped
543,62,4,06-11-2016,09-11-2016,08-11-2016,2,6,Shipped
544,321,4,06-11-2016,07-11-2016,08-11-2016,2,7,Shipped
545,1108,4,08-11-2016,10-11-2016,09-11-2016,3,9,Shipped
546,470,4,09-11-2016,12-11-2016,10-11-2016,2,7,Shipped
547,20,4,09-11-2016,11-11-2016,10-11-2016,3,8,Shipped
548,739,4,11-11-2016,13-11-2016,13-11-2016,2,7,Shipped
549,64,3,12-11-2016,12-11-2016,NULL,3,9,Pending 
550,892,4,12-11-2016,14-11-2016,15-11-2016,2,7,Shipped
551,1169,4,12-11-2016,13-11-2016,13-11-2016,2,6,Shipped
552,1282,4,12-11-2016,15-11-2016,13-11-2016,2,7,Shipped
553,913,4,12-11-2016,13-11-2016,15-11-2016,3,9,Shipped
554,104,4,13-11-2016,14-11-2016,16-11-2016,1,3,Shipped
555,212,4,13-11-2016,14-11-2016,16-11-2016,2,7,Shipped
556,61,4,13-11-2016,14-11-2016,15-11-2016,3,9,Shipped
557,1248,4,14-11-2016,17-11-2016,15-11-2016,2,6,Shipped
558,1443,4,15-11-2016,16-11-2016,17-11-2016,2,7,Shipped
559,959,4,16-11-2016,17-11-2016,17-11-2016,1,2,Shipped
560,1405,4,18-11-2016,19-11-2016,21-11-2016,2,6,Shipped
561,90,4,19-11-2016,22-11-2016,22-11-2016,2,6,Shipped
562,942,4,19-11-2016,20-11-2016,22-11-2016,2,7,Shipped
563,365,4,20-11-2016,22-11-2016,21-11-2016,2,6,Shipped
564,1058,4,20-11-2016,23-11-2016,22-11-2016,2,7,Shipped
565,894,4,21-11-2016,22-11-2016,22-11-2016,2,7,Shipped
566,298,4,22-11-2016,25-11-2016,23-11-2016,1,3,Shipped
567,1430,4,22-11-2016,23-11-2016,23-11-2016,1,2,Shipped
568,1275,4,23-11-2016,25-11-2016,24-11-2016,1,3,Shipped
569,707,4,23-11-2016,24-11-2016,25-11-2016,2,6,Shipped
570,989,4,23-11-2016,24-11-2016,25-11-2016,2,6,Shipped
571,5,4,24-11-2016,25-11-2016,27-11-2016,1,2,Shipped
572,178,4,24-11-2016,26-11-2016,26-11-2016,2,6,Shipped
573,423,4,24-11-2016,26-11-2016,27-11-2016,2,6,Shipped
574,833,4,26-11-2016,27-11-2016,29-11-2016,2,7,Shipped
575,33,4,27-11-2016,28-11-2016,30-11-2016,1,3,Shipped
576,1272,4,27-11-2016,30-11-2016,28-11-2016,1,3,Shipped
577,445,4,27-11-2016,30-11-2016,29-11-2016,2,6,Shipped
578,819,4,27-11-2016,28-11-2016,29-11-2016,2,7,Shipped
579,160,4,27-11-2016,30-11-2016,29-11-2016,3,8,Shipped
580,581,4,30-11-2016,02-12-2016,02-12-2016,1,3,Shipped
581,688,4,03-12-2016,05-12-2016,06-12-2016,1,3,Shipped
582,32,3,04-12-2016,04-12-2016,NULL,1,2,Pending 
583,792,4,04-12-2016,05-12-2016,07-12-2016,2,7,Shipped
584,1209,4,04-12-2016,05-12-2016,05-12-2016,2,7,Shipped
585,1219,4,04-12-2016,05-12-2016,05-12-2016,2,7,Shipped
586,1306,4,04-12-2016,06-12-2016,05-12-2016,2,6,Shipped
587,487,4,06-12-2016,08-12-2016,08-12-2016,1,2,Shipped
588,102,4,06-12-2016,07-12-2016,07-12-2016,2,7,Shipped
589,719,4,06-12-2016,07-12-2016,07-12-2016,2,7,Shipped
590,990,4,06-12-2016,09-12-2016,07-12-2016,2,7,Shipped
591,1211,4,06-12-2016,09-12-2016,09-12-2016,2,7,Shipped
592,1232,4,06-12-2016,08-12-2016,08-12-2016,2,7,Shipped
593,50,4,07-12-2016,10-12-2016,08-12-2016,3,8,Shipped
594,1318,4,07-12-2016,08-12-2016,08-12-2016,3,8,Shipped
595,538,4,08-12-2016,09-12-2016,11-12-2016,1,2,Shipped
596,952,4,08-12-2016,09-12-2016,09-12-2016,1,3,Shipped
597,1121,4,08-12-2016,09-12-2016,10-12-2016,2,6,Shipped
598,40,3,09-12-2016,09-12-2016,NULL,1,3,Pending 
599,1,4,09-12-2016,10-12-2016,12-12-2016,2,6,Shipped
600,624,4,09-12-2016,12-12-2016,11-12-2016,2,7,Shipped
601,683,4,09-12-2016,10-12-2016,10-12-2016,2,6,Shipped
602,823,4,09-12-2016,10-12-2016,11-12-2016,2,6,Shipped
603,1032,4,09-12-2016,10-12-2016,10-12-2016,2,7,Shipped
604,96,4,10-12-2016,13-12-2016,12-12-2016,2,7,Shipped
605,1208,4,10-12-2016,11-12-2016,12-12-2016,2,6,Shipped
606,18,4,11-12-2016,12-12-2016,13-12-2016,2,7,Shipped
607,309,4,11-12-2016,14-12-2016,13-12-2016,2,6,Shipped
608,1103,4,12-12-2016,15-12-2016,14-12-2016,1,3,Shipped
609,896,4,12-12-2016,13-12-2016,14-12-2016,2,7,Shipped
610,711,4,13-12-2016,15-12-2016,14-12-2016,2,6,Shipped
611,1073,4,15-12-2016,17-12-2016,18-12-2016,2,7,Shipped
612,634,4,16-12-2016,17-12-2016,17-12-2016,2,7,Shipped
613,1159,4,17-12-2016,19-12-2016,19-12-2016,2,7,Shipped
614,654,4,18-12-2016,21-12-2016,21-12-2016,1,2,Shipped
615,560,4,19-12-2016,22-12-2016,21-12-2016,3,9,Shipped
616,1444,4,20-12-2016,23-12-2016,23-12-2016,2,6,Shipped
617,118,4,21-12-2016,23-12-2016,23-12-2016,2,7,Shipped
618,131,4,21-12-2016,22-12-2016,22-12-2016,2,6,Shipped
619,454,4,22-12-2016,25-12-2016,25-12-2016,2,7,Shipped
620,466,4,22-12-2016,24-12-2016,24-12-2016,2,6,Shipped
621,1157,4,23-12-2016,25-12-2016,24-12-2016,2,6,Shipped
622,1398,4,23-12-2016,26-12-2016,25-12-2016,2,7,Shipped
623,678,4,24-12-2016,26-12-2016,27-12-2016,2,6,Shipped
624,814,4,24-12-2016,25-12-2016,27-12-2016,2,6,Shipped
625,1163,4,25-12-2016,28-12-2016,26-12-2016,1,2,Shipped
626,130,4,25-12-2016,28-12-2016,27-12-2016,2,7,Shipped
627,1119,4,25-12-2016,26-12-2016,28-12-2016,2,6,Shipped
628,561,4,26-12-2016,29-12-2016,27-12-2016,1,3,Shipped
629,973,4,26-12-2016,27-12-2016,29-12-2016,1,2,Shipped
630,1404,4,26-12-2016,27-12-2016,28-12-2016,2,6,Shipped
631,855,4,27-12-2016,29-12-2016,29-12-2016,1,3,Shipped
632,163,4,27-12-2016,29-12-2016,29-12-2016,2,7,Shipped
633,1040,4,28-12-2016,31-12-2016,30-12-2016,3,8,Shipped
634,27,4,29-12-2016,01-01-2017,30-12-2016,2,6,Shipped
635,520,4,30-12-2016,02-01-2017,31-12-2016,2,6,Shipped
636,532,4,03-01-2017,04-01-2017,05-01-2017,1,2,Shipped
637,512,4,03-01-2017,05-01-2017,05-01-2017,2,6,Shipped
638,1302,4,04-01-2017,05-01-2017,06-01-2017,2,7,Shipped
639,550,4,06-01-2017,07-01-2017,07-01-2017,2,6,Shipped
640,1093,4,06-01-2017,08-01-2017,07-01-2017,2,6,Shipped
641,673,4,07-01-2017,10-01-2017,08-01-2017,1,3,Shipped
642,847,4,07-01-2017,09-01-2017,10-01-2017,2,7,Shipped
643,901,4,08-01-2017,09-01-2017,11-01-2017,1,3,Shipped
644,439,4,08-01-2017,11-01-2017,10-01-2017,2,6,Shipped
645,1199,4,08-01-2017,11-01-2017,10-01-2017,2,6,Shipped
646,975,4,09-01-2017,12-01-2017,11-01-2017,1,2,Shipped
647,283,4,09-01-2017,10-01-2017,11-01-2017,2,7,Shipped
648,684,4,09-01-2017,11-01-2017,11-01-2017,2,6,Shipped
649,1153,4,10-01-2017,11-01-2017,13-01-2017,1,3,Shipped
650,729,4,11-01-2017,14-01-2017,12-01-2017,1,2,Shipped
651,190,4,11-01-2017,13-01-2017,13-01-2017,2,7,Shipped
652,985,4,12-01-2017,15-01-2017,13-01-2017,3,9,Shipped
653,1249,4,14-01-2017,17-01-2017,15-01-2017,1,2,Shipped
654,1129,4,14-01-2017,15-01-2017,17-01-2017,2,7,Shipped
655,347,4,16-01-2017,17-01-2017,18-01-2017,1,3,Shipped
656,949,4,16-01-2017,17-01-2017,18-01-2017,2,7,Shipped
657,349,4,17-01-2017,19-01-2017,20-01-2017,1,2,Shipped
658,1051,4,17-01-2017,18-01-2017,18-01-2017,2,7,Shipped
659,1391,4,17-01-2017,19-01-2017,18-01-2017,2,7,Shipped
660,383,4,18-01-2017,19-01-2017,19-01-2017,2,7,Shipped
661,626,4,18-01-2017,19-01-2017,20-01-2017,2,6,Shipped
662,1125,4,19-01-2017,20-01-2017,20-01-2017,1,3,Shipped
663,344,4,20-01-2017,22-01-2017,23-01-2017,1,3,Shipped
664,681,4,20-01-2017,23-01-2017,22-01-2017,2,7,Shipped
665,29,4,21-01-2017,22-01-2017,23-01-2017,2,6,Shipped
666,770,4,21-01-2017,22-01-2017,24-01-2017,2,7,Shipped
667,858,4,22-01-2017,24-01-2017,25-01-2017,2,7,Shipped
668,297,4,22-01-2017,23-01-2017,24-01-2017,3,8,Shipped
669,745,4,23-01-2017,24-01-2017,26-01-2017,2,7,Shipped
670,361,4,24-01-2017,25-01-2017,25-01-2017,2,6,Shipped
671,922,4,25-01-2017,28-01-2017,26-01-2017,2,7,Shipped
672,908,4,26-01-2017,29-01-2017,29-01-2017,2,6,Shipped
673,64,4,26-01-2017,28-01-2017,27-01-2017,3,9,Shipped
674,733,4,27-01-2017,28-01-2017,29-01-2017,2,6,Shipped
675,291,4,28-01-2017,31-01-2017,30-01-2017,2,7,Shipped
676,790,4,28-01-2017,30-01-2017,31-01-2017,2,7,Shipped
677,809,4,28-01-2017,31-01-2017,30-01-2017,2,7,Shipped
678,250,4,28-01-2017,29-01-2017,31-01-2017,3,9,Shipped
679,81,4,29-01-2017,30-01-2017,30-01-2017,1,3,Shipped
680,245,4,29-01-2017,01-02-2017,30-01-2017,1,3,Shipped
681,499,4,29-01-2017,01-02-2017,31-01-2017,2,7,Shipped
682,614,4,29-01-2017,30-01-2017,30-01-2017,2,6,Shipped
683,741,4,29-01-2017,31-01-2017,01-02-2017,2,6,Shipped
684,762,4,31-01-2017,01-02-2017,02-02-2017,2,6,Shipped
685,976,4,31-01-2017,03-02-2017,02-02-2017,2,7,Shipped
686,380,4,01-02-2017,03-02-2017,04-02-2017,2,7,Shipped
687,530,4,02-02-2017,05-02-2017,04-02-2017,1,3,Shipped
688,343,4,02-02-2017,03-02-2017,05-02-2017,2,7,Shipped
689,884,4,02-02-2017,03-02-2017,05-02-2017,2,7,Shipped
690,1097,4,03-02-2017,04-02-2017,06-02-2017,1,2,Shipped
691,1081,4,04-02-2017,06-02-2017,06-02-2017,2,7,Shipped
692,2,3,05-02-2017,05-02-2017,NULL,1,3,Pending 
693,1233,4,05-02-2017,07-02-2017,06-02-2017,1,3,Shipped
694,58,4,05-02-2017,06-02-2017,08-02-2017,2,7,Shipped
695,606,4,05-02-2017,08-02-2017,07-02-2017,2,7,Shipped
696,1242,4,05-02-2017,08-02-2017,08-02-2017,2,7,Shipped
697,562,4,06-02-2017,08-02-2017,09-02-2017,1,2,Shipped
698,543,4,06-02-2017,08-02-2017,09-02-2017,3,8,Shipped
699,958,4,06-02-2017,08-02-2017,09-02-2017,3,9,Shipped
700,4,4,07-02-2017,10-02-2017,08-02-2017,2,6,Shipped
701,850,4,07-02-2017,08-02-2017,09-02-2017,3,9,Shipped
702,1352,4,08-02-2017,09-02-2017,11-02-2017,1,3,Shipped
703,417,4,08-02-2017,09-02-2017,09-02-2017,2,7,Shipped
704,1137,4,08-02-2017,09-02-2017,11-02-2017,2,6,Shipped
705,1196,4,08-02-2017,11-02-2017,11-02-2017,2,7,Shipped
706,1271,4,09-02-2017,12-02-2017,10-02-2017,1,2,Shipped
707,79,4,09-02-2017,11-02-2017,11-02-2017,2,7,Shipped
708,660,4,10-02-2017,12-02-2017,11-02-2017,1,2,Shipped
709,1162,4,11-02-2017,13-02-2017,12-02-2017,2,6,Shipped
710,295,4,13-02-2017,15-02-2017,16-02-2017,2,6,Shipped
711,1246,4,13-02-2017,16-02-2017,14-02-2017,2,6,Shipped
712,173,4,13-02-2017,14-02-2017,16-02-2017,3,9,Shipped
713,207,4,13-02-2017,14-02-2017,15-02-2017,3,8,Shipped
714,805,4,14-02-2017,17-02-2017,15-02-2017,2,7,Shipped
715,12,3,15-02-2017,15-02-2017,NULL,2,6,Pending 
716,672,4,15-02-2017,17-02-2017,18-02-2017,2,6,Shipped
717,1312,4,15-02-2017,18-02-2017,17-02-2017,2,6,Shipped
718,38,4,16-02-2017,17-02-2017,17-02-2017,2,7,Shipped
719,200,4,16-02-2017,19-02-2017,18-02-2017,2,6,Shipped
720,382,4,16-02-2017,19-02-2017,19-02-2017,2,6,Shipped
721,625,4,16-02-2017,19-02-2017,17-02-2017,2,7,Shipped
722,1399,4,18-02-2017,20-02-2017,21-02-2017,2,7,Shipped
723,845,4,19-02-2017,21-02-2017,22-02-2017,2,6,Shipped
724,864,4,19-02-2017,22-02-2017,21-02-2017,2,6,Shipped
725,870,4,19-02-2017,22-02-2017,22-02-2017,2,7,Shipped
726,969,4,19-02-2017,22-02-2017,20-02-2017,2,6,Shipped
727,962,4,19-02-2017,22-02-2017,21-02-2017,3,9,Shipped
728,1138,4,20-02-2017,21-02-2017,23-02-2017,1,3,Shipped
729,897,4,20-02-2017,22-02-2017,21-02-2017,2,7,Shipped
730,500,4,21-02-2017,24-02-2017,22-02-2017,2,6,Shipped
731,910,4,25-02-2017,27-02-2017,27-02-2017,3,9,Shipped
732,147,4,26-02-2017,27-02-2017,01-03-2017,2,7,Shipped
733,832,4,26-02-2017,01-03-2017,27-02-2017,2,7,Shipped
734,939,4,26-02-2017,28-02-2017,01-03-2017,3,9,Shipped
735,20,3,27-02-2017,27-02-2017,NULL,3,9,Pending 
736,184,4,27-02-2017,28-02-2017,28-02-2017,2,7,Shipped
737,694,4,27-02-2017,01-03-2017,28-02-2017,2,6,Shipped
738,124,4,28-02-2017,01-03-2017,03-03-2017,1,2,Shipped
739,49,4,28-02-2017,01-03-2017,02-03-2017,2,6,Shipped
740,1113,4,28-02-2017,01-03-2017,02-03-2017,2,6,Shipped
741,119,4,28-02-2017,01-03-2017,01-03-2017,3,8,Shipped
742,433,4,28-02-2017,01-03-2017,01-03-2017,3,9,Shipped
743,137,4,01-03-2017,04-03-2017,04-03-2017,2,6,Shipped
744,166,4,01-03-2017,02-03-2017,02-03-2017,2,7,Shipped
745,698,4,01-03-2017,03-03-2017,03-03-2017,2,7,Shipped
746,391,4,02-03-2017,04-03-2017,05-03-2017,1,3,Shipped
747,87,4,03-03-2017,04-03-2017,05-03-2017,1,3,Shipped
748,1072,4,03-03-2017,05-03-2017,04-03-2017,3,8,Shipped
749,255,4,04-03-2017,07-03-2017,05-03-2017,2,7,Shipped
750,232,4,04-03-2017,07-03-2017,05-03-2017,3,8,Shipped
751,731,4,05-03-2017,08-03-2017,07-03-2017,1,3,Shipped
752,335,4,05-03-2017,06-03-2017,07-03-2017,2,6,Shipped
753,1201,4,05-03-2017,08-03-2017,08-03-2017,2,7,Shipped
754,646,4,06-03-2017,07-03-2017,08-03-2017,1,2,Shipped
755,531,4,06-03-2017,07-03-2017,07-03-2017,2,6,Shipped
756,1143,4,06-03-2017,07-03-2017,09-03-2017,2,6,Shipped
757,1336,4,06-03-2017,08-03-2017,09-03-2017,2,7,Shipped
758,953,4,06-03-2017,08-03-2017,07-03-2017,3,9,Shipped
759,284,4,07-03-2017,09-03-2017,08-03-2017,2,7,Shipped
760,1104,4,07-03-2017,10-03-2017,10-03-2017,2,6,Shipped
761,1291,4,07-03-2017,08-03-2017,10-03-2017,2,7,Shipped
762,572,4,08-03-2017,09-03-2017,09-03-2017,2,6,Shipped
763,842,4,08-03-2017,10-03-2017,09-03-2017,3,9,Shipped
764,701,4,09-03-2017,10-03-2017,12-03-2017,1,2,Shipped
765,1152,4,09-03-2017,11-03-2017,12-03-2017,1,2,Shipped
766,141,4,09-03-2017,11-03-2017,12-03-2017,2,6,Shipped
767,564,4,09-03-2017,10-03-2017,11-03-2017,2,7,Shipped
768,841,4,09-03-2017,12-03-2017,10-03-2017,2,7,Shipped
769,946,4,09-03-2017,11-03-2017,11-03-2017,2,6,Shipped
